AGC,RAJ2000,DEJ2000,Dist,e_Dist,Vc,e_Vc,HIflux,e_HIflux,W85,e_W85,Af,e_Af,Ac,e_Ac,Cv,e_Cv,K,e_K,S/N,sigma,logMHI,e_logMHI,Notes,SDSS,SimbadName,LEDA
336567,358.005,12.45389,160.8,2.4,11604,6,1.38,0.22,191,13,1.02,0.09,1.19,0.16,3.26,0.29,-0.016,0.02,11.2,2.3,9.93,0.07,1,,AGC 336567,LEDA
336568,358.23958,12.51806,111.3,2.4,8140,20,1.42,0.27,172,33,1.11,0.32,1.34,0.36,3.27,0.7,-0.025,0.043,6.6,3.5,9.62,0.08,1,,AGC 336568,LEDA
336569,358.8425,12.75167,88.5,2.3,6556,8,0.77,0.14,61,8,1.34,1.05,1.02,0.02,5.1,0.7,0.091,0.046,7.7,2.8,9.15,0.08,1,,AGC 336569,LEDA
336570,358.86708,13.15222,73.4,2.2,5182,5,0.94,0.14,109,8,1.18,0.11,1.24,0.16,3.97,0.7,0.069,0.02,10.7,2.1,9.08,0.07,1,,AGC 336570,LEDA
336571,359.25042,13.40556,73.4,2.4,5187,4,1.5,0.23,89,6,1.03,0.09,1.19,0.16,2.75,0.26,-0.044,0.019,15.2,2.5,9.28,0.07,1,,AGC 336571,LEDA
336572,359.56042,12.06417,156.7,2.1,11342,11,0.91,0.17,134,19,1.69,0.41,1.9,0.53,3.65,0.7,0.03,0.046,6.6,2.7,9.72,0.08,1,,AGC 336572,LEDA
336573,359.57625,13.19722,86.4,2.1,6409,7,0.64,0.11,39,9,1.04,0.25,1.27,0.33,3.74,0.67,0.051,0.034,7.5,2.4,9.06,0.08,1,,AGC 336573,LEDA
336574,359.62083,13.51722,115.3,2.2,8426,4,2.9,0.46,180,13,1.08,0.08,1.25,0.15,4.48,0.33,0.055,0.017,29.1,1.8,9.96,0.07,1,,AGC 336574,LEDA
336575,359.66458,12.00056,73.0,2.3,5162,4,1.7,0.27,135,10,1.2,0.09,1.33,0.15,3.06,0.31,-0.013,0.021,19.7,1.9,9.33,0.07,1,,AGC 336575,LEDA
336727,358.67792,12.225,59.2,2.2,4180,3,1.98,0.31,98,6,1.03,0.08,1.11,0.12,2.95,0.21,-0.033,0.016,26.9,1.9,9.21,0.08,1,,AGC 336727,LEDA
336733,345.04125,11.33611,122.1,2.2,8915,5,2.11,0.33,219,15,1.13,0.09,1.0,0.11,2.79,0.27,-0.057,0.027,14.4,2.6,9.87,0.07,1,,AGC 336733,LEDA
336734,345.18792,11.20806,149.2,2.0,10797,7,1.28,0.2,110,10,1.08,0.13,1.18,0.22,4.73,0.51,0.082,0.026,11.1,2.5,9.83,0.07,1,,AGC 336734,LEDA
336735,345.25958,10.90194,160.5,2.4,11625,11,1.2,0.23,174,24,1.0,0.42,1.16,0.3,3.01,0.7,0.016,0.045,6.7,3.0,9.86,0.09,1,,AGC 336735,LEDA
336736,345.29292,10.64833,144.8,2.2,10511,10,1.11,0.21,155,23,1.0,0.13,1.02,0.23,2.33,0.39,-0.084,0.038,8.1,2.8,9.74,0.08,1,,AGC 336736,LEDA
336737,345.32833,10.86083,139.1,2.1,10112,11,1.95,0.31,385,31,1.18,0.12,1.02,0.13,2.66,0.29,-0.062,0.021,10.4,2.4,9.95,0.07,1,,AGC 336737,LEDA
336738,345.50667,10.56194,104.4,2.2,7660,7,1.33,0.21,196,15,1.13,0.1,1.99,0.24,2.49,0.2,-0.056,0.023,11.5,2.1,9.53,0.07,1,,AGC 336738,LEDA
336739,345.72583,10.38639,104.1,2.2,7653,4,2.1,0.33,137,10,1.0,0.08,1.0,0.11,3.37,0.26,-0.011,0.017,16.1,2.9,9.73,0.07,1,,AGC 336739,LEDA
336740,345.92333,11.16167,164.0,2.5,11860,6,1.47,0.23,177,14,1.07,0.09,1.0,0.14,3.62,0.36,0.039,0.019,13.5,2.1,9.97,0.07,1,,AGC 336740,LEDA
336745,346.15417,11.61083,190.4,2.1,13702,5,1.06,0.17,164,18,1.24,0.1,1.54,0.2,3.09,0.45,0.004,0.03,10.8,1.9,9.96,0.07,1,,AGC 336745,LEDA
336746,346.37292,10.44444,153.9,2.4,11142,8,1.03,0.16,171,11,1.08,0.09,1.0,0.15,2.24,0.23,-0.086,0.023,10.4,2.0,9.76,0.07,1,,AGC 336746,LEDA
336747,346.71875,11.53778,104.7,2.3,7701,4,1.42,0.22,70,5,1.0,0.08,1.0,0.11,3.11,0.25,-0.021,0.018,14.0,2.5,9.57,0.07,1,,AGC 336747,LEDA
336748,347.06583,11.60861,70.2,2.3,4891,6,1.83,0.28,207,14,1.0,0.07,1.25,0.15,3.15,0.26,-0.016,0.017,13.1,2.6,9.33,0.07,1,,AGC 336748,LEDA
336749,347.09792,11.33472,64.7,2.3,4497,4,1.6,0.25,95,7,1.19,0.1,1.47,0.17,4.33,0.33,0.043,0.017,17.6,2.3,9.2,0.08,1,,AGC 336749,LEDA
336750,347.34292,10.45028,147.2,2.2,10685,4,1.43,0.22,90,7,1.37,0.15,2.11,0.31,5.1,0.39,0.095,0.018,19.3,1.7,9.86,0.07,1,,AGC 336750,LEDA
336761,347.36542,11.54944,97.7,2.4,7194,7,0.72,0.13,78,11,1.3,0.23,1.7,0.41,4.56,0.7,0.069,0.039,6.5,2.9,9.21,0.08,1,,AGC 336761,LEDA
336762,347.60833,11.86056,45.5,2.3,3134,7,0.92,0.16,89,11,1.17,0.32,1.0,0.0,3.2,0.7,-0.004,0.037,9.5,2.2,8.65,0.09,"1,r",,AGC 336762,LEDA
336763,347.7175,11.78889,167.5,2.4,12086,7,0.92,0.16,100,13,1.05,0.16,1.24,0.31,3.39,0.56,0.012,0.034,7.5,2.9,9.79,0.08,1,,AGC 336763,LEDA
336764,347.74125,10.22722,154.6,2.2,11180,6,3.21,0.5,272,21,1.21,0.1,1.38,0.16,3.15,0.38,-0.022,0.019,19.8,2.4,10.26,0.07,1,,AGC 336764,LEDA
336765,348.26208,11.27611,106.4,2.3,7812,5,2.22,0.35,189,12,1.1,0.08,1.55,0.17,2.97,0.22,-0.04,0.016,22.8,1.9,9.77,0.07,1,,AGC 336765,LEDA
336766,348.43875,11.29639,170.2,2.2,12253,8,1.34,0.21,175,13,1.04,0.13,1.56,0.23,3.41,0.35,0.031,0.025,10.2,2.4,9.96,0.07,1,,AGC 336766,LEDA
336775,348.44208,10.99389,165.4,2.4,11930,6,1.39,0.22,213,16,1.0,0.23,1.36,0.28,3.48,0.54,0.055,0.019,10.7,2.3,9.95,0.07,1,,AGC 336775,LEDA
336776,348.83708,10.82472,165.1,2.3,11911,6,1.68,0.26,220,14,1.24,0.11,1.4,0.19,2.78,0.27,-0.032,0.025,10.3,2.8,10.03,0.07,1,,AGC 336776,LEDA
336777,349.13667,11.21333,107.3,2.3,7878,7,1.04,0.18,135,18,1.14,0.15,1.0,0.21,2.7,0.42,-0.026,0.036,9.2,2.5,9.45,0.08,1,,AGC 336777,LEDA
336778,349.66875,10.35028,149.7,2.3,10835,7,1.36,0.22,208,26,1.1,0.1,1.39,0.2,3.99,0.4,0.06,0.025,10.5,2.3,9.86,0.07,1,,AGC 336778,LEDA
336779,349.865,10.48917,164.2,2.2,11880,8,2.57,0.41,313,21,1.0,0.08,1.18,0.15,3.08,0.27,-0.033,0.018,11.4,3.5,10.21,0.07,1,,AGC 336779,LEDA
336780,350.10792,10.20167,146.9,2.1,10637,7,1.36,0.21,226,24,1.11,0.11,1.11,0.14,3.28,0.4,0.0,0.03,10.5,2.2,9.84,0.07,1,,AGC 336780,LEDA
336782,350.26083,10.67528,156.4,2.4,11315,7,0.5,0.09,47,11,1.07,0.34,1.0,0.56,4.55,0.7,0.084,0.04,5.8,2.4,9.46,0.08,1,,AGC 336782,LEDA
336783,350.31792,11.80639,141.4,2.2,10256,8,2.02,0.32,277,22,1.01,0.08,1.0,0.12,2.58,0.26,-0.05,0.023,14.4,2.1,9.98,0.07,1,,AGC 336783,LEDA
336784,350.38458,10.65972,52.7,2.2,3663,6,0.46,0.08,20,4,1.0,0.18,1.07,0.25,4.06,0.59,0.046,0.031,9.0,1.9,8.48,0.08,1,,AGC 336784,LEDA
336785,350.5,10.22861,53.5,2.2,3721,3,1.83,0.29,58,4,1.0,0.08,1.16,0.13,3.25,0.27,-0.002,0.017,20.4,2.7,9.09,0.08,1,,AGC 336785,LEDA
336786,350.54083,11.58083,75.8,2.4,5294,5,1.39,0.22,209,17,1.16,0.09,1.74,0.22,3.81,0.34,0.052,0.021,12.5,2.1,9.28,0.07,1,,AGC 336786,LEDA
336788,350.615,11.5675,170.1,2.4,12279,9,0.89,0.16,125,17,1.04,0.18,1.0,0.24,2.73,0.57,-0.04,0.037,7.3,2.6,9.78,0.08,1,,AGC 336788,LEDA
336792,350.59375,11.64528,155.0,2.2,11231,8,1.48,0.23,286,23,1.06,0.11,1.52,0.21,4.92,0.43,0.042,0.018,10.8,2.1,9.92,0.07,1,,AGC 336792,LEDA
336794,350.66292,10.23972,54.2,2.3,3779,9,0.88,0.16,150,24,1.22,0.28,1.0,0.35,3.1,0.7,-0.013,0.034,6.6,2.8,8.79,0.09,1,,AGC 336794,LEDA
336795,350.75125,10.985,196.3,2.1,14111,6,1.44,0.23,211,14,1.02,0.08,1.0,0.12,2.32,0.21,-0.079,0.018,12.8,2.1,10.12,0.07,1,,AGC 336795,LEDA
336796,350.77667,10.68056,167.9,2.3,12132,4,1.13,0.18,81,6,1.76,0.23,1.84,0.35,3.56,0.34,0.023,0.017,12.4,2.2,9.88,0.07,"1,c",,AGC 336796,LEDA
336797,350.785,10.64556,165.5,2.2,11960,5,1.44,0.22,157,10,1.7,0.24,2.16,0.35,4.02,0.36,-0.011,0.023,11.3,2.7,9.97,0.07,"1,p",,AGC 336797,LEDA
336798,350.80625,11.56472,156.9,2.3,11348,7,2.59,0.41,279,20,1.01,0.08,1.0,0.11,2.99,0.28,-0.025,0.019,15.1,2.6,10.18,0.07,1,,AGC 336798,LEDA
336799,350.85583,10.71694,48.7,2.2,3384,4,0.92,0.14,97,11,1.0,0.1,1.34,0.22,5.4,0.67,0.09,0.027,10.5,2.2,8.71,0.08,1,,AGC 336799,LEDA
336800,350.89958,11.58833,159.3,2.2,11525,8,0.91,0.16,95,17,1.35,0.35,1.91,0.57,4.31,0.7,0.073,0.048,7.5,2.9,9.74,0.08,1,,AGC 336800,LEDA
336803,350.90333,10.55056,48.6,2.3,3370,4,1.87,0.29,126,9,1.15,0.11,1.29,0.19,3.53,0.51,0.035,0.021,14.6,2.7,9.02,0.08,1,,AGC 336803,LEDA
336808,350.92958,10.75167,48.3,2.1,3359,7,0.94,0.17,70,11,1.02,0.17,1.13,0.27,4.32,0.67,0.067,0.032,9.3,2.6,8.72,0.09,1,,AGC 336808,LEDA
336809,351.05958,11.38028,44.6,2.3,3094,8,0.79,0.14,141,17,1.78,0.26,2.91,0.72,3.88,0.7,0.062,0.034,9.2,2.0,8.57,0.09,1,,AGC 336809,LEDA
336810,351.06333,11.87667,193.5,2.5,13915,6,1.76,0.28,247,17,1.0,0.11,1.18,0.23,4.5,0.37,0.092,0.019,14.0,2.0,10.19,0.07,1,,AGC 336810,LEDA
336811,351.08,11.97778,192.6,2.3,13828,11,2.2,0.35,347,23,1.16,0.1,1.0,0.11,3.89,0.35,-0.023,0.023,14.3,2.1,10.28,0.07,1,,AGC 336811,LEDA
336812,351.12667,11.69222,143.9,2.3,10446,10,0.92,0.17,113,17,1.11,0.25,1.43,0.34,3.72,0.57,0.007,0.032,8.1,2.5,9.65,0.08,1,,AGC 336812,LEDA
336813,351.34792,11.57333,85.3,2.2,5967,7,1.1,0.17,161,18,1.02,0.13,1.0,0.2,3.56,0.39,0.044,0.017,10.2,2.1,9.28,0.07,1,,AGC 336813,LEDA
336814,351.76333,11.27889,162.7,2.3,11768,6,1.15,0.18,134,11,1.04,0.09,1.0,0.13,2.53,0.33,-0.046,0.022,10.6,2.2,9.86,0.07,1,,AGC 336814,LEDA
336817,351.77292,11.8,84.9,2.3,5957,4,1.59,0.25,134,9,1.07,0.09,1.02,0.13,3.49,0.27,0.005,0.017,18.9,1.8,9.43,0.07,1,,AGC 336817,LEDA
336818,352.02083,11.14611,162.8,2.2,11772,8,1.4,0.25,133,18,1.0,0.15,1.03,0.24,4.17,0.68,0.048,0.031,8.9,2.9,9.94,0.08,1,,AGC 336818,LEDA
336819,352.11583,10.79139,85.2,2.2,5972,8,0.82,0.15,85,13,1.27,0.24,1.33,0.68,3.25,0.66,-0.013,0.032,7.5,2.5,9.15,0.08,1,,AGC 336819,LEDA
336820,352.20208,10.68861,176.0,2.2,12678,4,1.34,0.21,93,9,1.59,0.14,2.18,0.29,4.12,0.47,0.051,0.02,13.9,2.4,9.99,0.07,1,,AGC 336820,LEDA
336821,352.2375,10.57028,51.4,2.2,3589,4,1.23,0.19,102,7,1.1,0.09,1.08,0.12,3.3,0.32,-0.012,0.02,13.5,2.2,8.88,0.08,1,,AGC 336821,LEDA
336822,352.34917,11.33528,81.9,2.4,5746,8,0.63,0.11,90,17,1.0,0.28,1.0,0.46,3.65,0.7,-0.003,0.038,6.2,2.4,9.0,0.08,1,,AGC 336822,LEDA
336826,352.3675,11.06972,182.2,2.2,13169,9,1.51,0.27,250,50,1.08,0.14,1.13,0.26,3.55,0.55,0.057,0.041,9.5,2.4,10.07,0.08,1,,AGC 336826,LEDA
336827,352.41333,11.10611,53.4,2.2,3720,5,1.33,0.21,132,9,1.0,0.08,1.13,0.14,3.3,0.27,0.008,0.021,10.9,2.8,8.95,0.08,1,,AGC 336827,LEDA
336828,352.44458,11.61861,80.9,2.3,5703,15,0.66,0.13,110,19,1.26,0.61,1.0,0.32,3.94,0.69,0.037,0.034,4.5,2.7,9.01,0.09,1,,AGC 336828,LEDA
336829,352.44,11.70083,174.2,2.3,12511,9,1.81,0.28,288,23,1.0,0.09,1.36,0.24,4.1,0.42,0.043,0.023,11.6,2.4,10.11,0.07,1,,AGC 336829,LEDA
336830,352.58,10.35444,168.5,2.4,12212,6,1.98,0.31,255,24,1.21,0.17,1.49,0.29,5.14,0.56,0.131,0.03,13.3,2.2,10.12,0.07,1,,AGC 336830,LEDA
336831,352.84167,11.505,158.3,2.1,11435,6,1.02,0.16,173,12,1.33,0.13,1.21,0.18,3.14,0.33,-0.013,0.02,10.7,1.8,9.78,0.07,1,,AGC 336831,LEDA
336832,352.8675,11.71167,80.5,2.3,5636,6,1.21,0.19,197,14,1.06,0.12,1.41,0.18,2.66,0.32,-0.028,0.025,10.5,2.2,9.27,0.07,1,,AGC 336832,LEDA
336835,353.0,11.31389,159.9,2.3,11562,10,1.73,0.27,306,27,1.0,0.13,1.0,0.15,2.81,0.28,-0.048,0.021,10.2,2.6,10.02,0.07,1,,AGC 336835,LEDA
336836,354.00542,11.515,108.4,2.2,7955,5,1.29,0.2,175,12,1.0,0.09,1.0,0.11,4.17,0.38,0.035,0.017,12.4,2.1,9.56,0.07,1,,AGC 336836,LEDA
336837,354.16333,10.22,117.7,2.4,8612,5,2.07,0.32,196,13,1.03,0.08,1.1,0.13,2.99,0.24,-0.046,0.017,15.7,2.5,9.83,0.07,1,,AGC 336837,LEDA
336838,354.195,10.15722,71.2,2.2,5007,8,1.06,0.19,136,17,1.1,0.19,1.65,0.39,3.38,0.6,-0.009,0.036,9.3,2.6,9.1,0.08,1,,AGC 336838,LEDA
336839,354.45917,11.52389,111.8,2.1,8199,7,1.14,0.18,187,18,1.0,0.13,1.0,0.13,2.82,0.39,-0.056,0.028,10.6,2.1,9.53,0.07,1,,AGC 336839,LEDA
336840,354.59792,10.72722,161.0,2.3,11570,8,1.34,0.24,249,30,1.22,0.16,1.87,0.41,2.73,0.45,-0.047,0.032,9.6,2.4,9.91,0.08,1,,AGC 336840,LEDA
336841,354.65667,11.66583,155.2,2.1,11237,10,1.46,0.26,242,39,1.1,0.14,1.08,0.25,2.6,0.7,-0.023,0.039,9.7,2.4,9.92,0.08,1,,AGC 336841,LEDA
336843,354.96167,11.67667,172.2,2.4,12425,4,2.2,0.34,121,9,1.11,0.11,1.11,0.14,6.04,0.47,0.147,0.02,22.0,2.1,10.19,0.07,1,,AGC 336843,LEDA
336844,354.99708,11.83056,109.8,2.3,8071,3,2.42,0.38,159,10,1.1,0.08,1.35,0.14,3.1,0.23,0.006,0.018,26.3,1.9,9.84,0.07,1,,AGC 336844,LEDA
336845,355.48917,11.41944,180.0,2.2,13049,8,1.54,0.24,313,24,1.3,0.12,2.16,0.32,2.78,0.35,0.005,0.025,10.4,2.3,10.07,0.07,1,,AGC 336845,LEDA
336846,355.555,10.55472,123.0,2.3,8967,10,1.65,0.26,213,17,1.02,0.1,1.21,0.15,2.45,0.26,-0.089,0.023,12.9,2.3,9.77,0.07,1,,AGC 336846,LEDA
336847,356.17375,11.57389,112.6,2.2,8253,4,1.96,0.31,197,12,1.09,0.09,1.31,0.17,2.57,0.19,-0.075,0.016,20.1,1.8,9.77,0.07,1,,AGC 336847,LEDA
336848,356.59,11.66944,60.5,2.2,4262,3,1.65,0.26,84,6,1.05,0.08,1.0,0.1,3.12,0.24,-0.011,0.016,20.2,2.2,9.15,0.07,1,,AGC 336848,LEDA
336849,356.74667,11.56306,162.3,2.2,11721,6,1.79,0.28,191,19,1.14,0.09,1.09,0.15,2.35,0.37,-0.08,0.042,13.6,2.5,10.05,0.07,1,,AGC 336849,LEDA
336850,356.91042,11.53222,74.8,2.3,5271,4,0.99,0.15,58,5,1.0,0.09,1.1,0.13,3.43,0.31,0.015,0.019,13.4,2.1,9.12,0.07,1,,AGC 336850,LEDA
336860,357.69,11.86806,90.4,2.2,6697,7,0.79,0.14,92,13,1.28,0.22,1.8,0.46,3.55,0.57,0.008,0.036,7.8,2.4,9.18,0.08,1,,AGC 336860,LEDA
336861,357.70417,10.94806,162.2,2.3,11745,9,1.05,0.17,235,17,1.19,0.12,2.19,0.26,2.51,0.7,-0.05,0.021,10.3,1.6,9.81,0.07,1,,AGC 336861,LEDA
336862,358.21458,11.85833,157.9,2.4,11399,5,1.32,0.2,131,10,1.19,0.09,1.49,0.2,3.68,0.34,0.03,0.025,14.4,2.0,9.89,0.07,1,,AGC 336862,LEDA
336863,358.28167,10.66028,75.5,2.2,5297,7,1.47,0.23,250,18,1.16,0.12,2.0,0.28,3.1,0.36,-0.004,0.034,10.5,2.5,9.3,0.07,1,,AGC 336863,LEDA
336864,358.26917,11.79667,158.8,2.4,11469,8,1.46,0.26,230,29,1.0,0.13,1.0,0.24,2.49,0.41,-0.08,0.035,9.2,2.9,9.94,0.08,1,,AGC 336864,LEDA
336865,358.53583,11.50389,161.3,2.2,11664,4,1.54,0.24,137,9,1.2,0.1,1.52,0.17,3.66,0.29,0.023,0.017,17.7,1.9,9.98,0.07,1,,AGC 336865,LEDA
336866,357.17417,10.28361,63.1,2.2,4444,3,1.99,0.31,103,7,1.01,0.08,1.02,0.11,3.03,0.22,-0.03,0.016,21.1,2.3,9.27,0.07,1,,AGC 336866,LEDA
336873,358.63458,11.64056,158.2,2.3,11426,7,0.78,0.14,84,12,1.05,0.15,1.13,0.29,4.63,0.69,0.079,0.031,8.5,2.3,9.66,0.08,1,,AGC 336873,LEDA
336874,358.75583,10.71417,90.3,2.3,6688,4,2.42,0.38,131,9,1.0,0.08,1.0,0.11,3.82,0.28,0.025,0.016,20.8,2.3,9.67,0.07,1,,AGC 336874,LEDA
336875,359.65667,10.60222,75.7,2.3,5319,11,0.92,0.16,201,33,1.03,0.16,1.36,0.35,4.41,0.7,0.061,0.041,8.0,2.0,9.09,0.08,1,,AGC 336875,LEDA
336896,357.80583,11.42028,162.4,2.3,11730,11,0.64,0.11,113,21,1.77,0.38,4.85,1.14,3.3,0.49,-0.034,0.039,6.3,2.1,9.6,0.08,2,,AGC 336896,LEDA
336905,348.91875,5.65528,193.3,2.3,13915,6,1.17,0.18,158,14,1.0,0.08,1.0,0.12,2.99,0.27,-0.008,0.023,10.4,2.2,10.01,0.07,1,,AGC 336905,LEDA
336906,345.03583,4.10667,46.9,2.3,3231,4,1.55,0.24,110,9,1.08,0.1,1.0,0.22,3.22,0.29,0.003,0.017,15.8,2.3,8.91,0.08,1,,AGC 336906,LEDA
336907,345.29917,4.26361,162.0,2.4,11701,7,1.08,0.19,140,23,1.16,0.16,1.69,0.4,3.74,0.67,0.008,0.062,9.0,2.4,9.82,0.08,1,,AGC 336907,LEDA
336908,345.67042,4.47278,102.1,2.4,7511,5,1.46,0.23,130,12,1.12,0.11,1.03,0.19,3.95,0.35,0.022,0.018,12.2,2.7,9.56,0.07,1,,AGC 336908,LEDA
336909,345.81083,4.96417,173.4,2.3,12498,5,0.82,0.13,79,7,1.05,0.11,1.01,0.13,2.78,0.33,-0.036,0.022,10.5,2.0,9.77,0.07,1,,AGC 336909,LEDA
336910,346.54458,4.85333,50.9,2.3,3525,3,1.21,0.19,62,5,1.04,0.09,1.0,0.12,4.07,0.32,0.038,0.018,13.4,2.7,8.87,0.08,1,,AGC 336910,LEDA
336911,346.95458,4.76139,80.0,2.3,5590,4,1.49,0.23,152,10,1.0,0.07,1.04,0.11,2.94,0.28,-0.02,0.017,16.0,2.1,9.35,0.07,1,,AGC 336911,LEDA
336912,347.06958,5.89333,48.9,2.2,3383,6,0.57,0.1,41,7,1.0,0.15,1.0,0.24,5.76,0.7,0.104,0.032,7.9,2.6,8.51,0.09,1,,AGC 336912,LEDA
336913,347.1625,4.39028,83.6,2.3,5852,4,0.97,0.15,67,6,1.07,0.12,1.1,0.16,3.47,0.34,0.005,0.017,10.9,2.5,9.2,0.07,1,,AGC 336913,LEDA
336914,347.23333,4.22222,71.4,2.3,4983,6,0.48,0.08,22,4,1.0,0.19,1.28,0.31,4.08,0.61,0.044,0.031,6.5,2.9,8.76,0.08,1,,AGC 336914,LEDA
336915,347.39375,4.55694,71.6,2.2,4989,5,1.57,0.24,125,8,1.0,0.08,1.15,0.14,3.43,0.26,0.006,0.016,13.7,2.6,9.28,0.07,1,,AGC 336915,LEDA
336916,348.3925,4.55472,88.1,2.3,6539,6,2.15,0.34,235,16,1.32,0.1,1.26,0.14,2.84,0.47,-0.065,0.017,15.7,2.4,9.6,0.07,1,,AGC 336916,LEDA
336917,348.51167,5.44833,199.6,2.2,14342,10,0.95,0.17,154,19,1.0,0.16,1.31,0.33,2.88,0.57,-0.039,0.039,6.4,2.8,9.95,0.08,1,,AGC 336917,LEDA
336918,348.6,5.62,192.3,2.2,13824,16,1.11,0.2,252,37,1.12,0.22,1.31,0.32,3.29,0.61,0.013,0.032,6.4,2.5,9.99,0.08,1,,AGC 336918,LEDA
336924,348.71583,5.73556,53.8,2.3,3751,3,2.46,0.39,123,8,1.0,0.08,1.11,0.12,3.56,0.26,0.033,0.017,30.8,1.7,9.23,0.08,1,,AGC 336924,LEDA
336925,348.73292,5.29639,48.7,2.2,3377,7,0.75,0.13,55,8,1.11,0.26,1.0,0.44,4.1,0.6,0.038,0.032,8.3,2.7,8.63,0.09,1,,AGC 336925,LEDA
336926,348.88375,4.65611,197.2,2.3,14172,7,0.75,0.13,69,10,1.01,0.22,1.0,0.23,4.31,0.7,0.036,0.036,7.8,2.6,9.83,0.08,1,,AGC 336926,LEDA
336927,349.01375,5.21139,71.5,2.4,4992,4,0.9,0.14,93,7,1.1,0.12,1.14,0.14,3.19,0.26,-0.012,0.017,10.1,2.5,9.03,0.07,1,,AGC 336927,LEDA
336928,349.9175,5.21667,86.6,2.3,6075,8,1.04,0.18,123,22,1.0,0.13,1.0,0.21,2.93,0.54,-0.011,0.053,9.0,2.7,9.26,0.08,1,,AGC 336928,LEDA
336929,349.98375,5.03194,147.1,2.2,10675,5,1.59,0.25,111,12,1.16,0.1,1.14,0.16,2.73,0.32,-0.019,0.024,14.3,2.4,9.91,0.07,1,,AGC 336929,LEDA
336930,350.48958,4.07528,74.1,2.5,5185,5,1.38,0.22,139,9,1.12,0.11,1.04,0.12,3.49,0.29,-0.004,0.018,15.1,2.0,9.25,0.07,1,,AGC 336930,LEDA
336931,350.53833,5.23222,177.3,2.3,12782,5,1.47,0.23,159,11,1.0,0.08,1.0,0.11,3.9,0.38,0.034,0.019,10.8,2.8,10.04,0.07,1,,AGC 336931,LEDA
336937,350.55583,4.86472,175.6,2.4,12669,6,2.37,0.37,244,19,1.11,0.09,1.08,0.12,3.77,0.34,-0.027,0.02,15.4,2.5,10.24,0.07,1,,AGC 336937,LEDA
336938,350.58583,4.79417,130.8,2.5,9540,12,1.5,0.27,259,47,1.73,0.27,1.88,0.52,2.4,0.51,-0.025,0.042,7.8,2.6,9.78,0.08,1,,AGC 336938,LEDA
336939,350.67542,5.04056,130.1,2.3,9491,11,1.18,0.21,130,17,1.66,0.26,2.32,0.61,3.17,0.7,-0.035,0.035,8.2,3.0,9.67,0.08,1,,AGC 336939,LEDA
336940,351.24542,4.47917,240.3,2.4,17189,7,3.12,0.48,292,19,1.09,0.1,1.15,0.18,2.29,0.2,-0.069,0.019,10.7,4.4,10.63,0.07,"1,r",,AGC 336940,LEDA
336941,351.27667,4.91583,115.6,2.2,8470,5,1.85,0.29,170,13,1.0,0.09,1.09,0.13,3.64,0.29,0.02,0.019,14.8,2.3,9.77,0.07,1,,AGC 336941,LEDA
336942,352.18792,5.3625,88.7,2.3,6223,7,0.87,0.15,150,18,1.12,0.16,1.75,0.46,4.08,0.64,-0.018,0.039,8.7,2.1,9.21,0.08,1,,AGC 336942,LEDA
336943,352.24667,5.25083,84.0,2.3,5899,7,0.71,0.12,62,10,1.0,0.36,1.0,0.35,4.33,0.66,0.023,0.043,7.6,2.6,9.07,0.08,1,,AGC 336943,LEDA
336949,352.73125,5.62917,60.9,2.2,4283,6,1.43,0.22,216,22,1.28,0.11,1.21,0.15,3.0,0.3,0.014,0.028,11.8,2.0,9.1,0.07,1,,AGC 336949,LEDA
336950,352.95875,5.39833,177.5,2.2,12776,7,2.14,0.34,310,20,1.0,0.08,1.21,0.15,2.94,0.26,-0.041,0.018,14.0,2.3,10.2,0.07,1,,AGC 336950,LEDA
336951,353.14417,4.48778,79.3,2.2,5576,8,0.91,0.16,105,17,1.0,0.23,1.0,0.29,3.97,0.64,0.035,0.032,8.1,2.6,9.13,0.08,1,,AGC 336951,LEDA
336952,353.30917,4.59722,88.2,2.3,6224,6,1.29,0.21,169,15,1.14,0.1,1.29,0.16,3.29,0.33,0.046,0.021,10.1,2.7,9.38,0.07,1,,AGC 336952,LEDA
336953,353.46125,5.06111,78.1,2.4,5496,4,1.15,0.18,90,8,1.16,0.14,1.29,0.21,3.97,0.33,0.036,0.016,11.2,2.6,9.22,0.07,1,,AGC 336953,LEDA
336954,353.50458,5.14444,140.7,2.3,10217,6,2.36,0.37,201,13,1.03,0.08,1.0,0.11,2.66,0.22,-0.072,0.023,15.4,2.8,10.04,0.07,1,,AGC 336954,LEDA
336955,353.57375,4.15167,78.7,2.4,5524,9,0.88,0.16,116,16,1.0,0.2,1.0,0.24,4.05,0.6,0.048,0.032,7.8,2.5,9.11,0.08,1,,AGC 336955,LEDA
336959,353.92833,4.78111,83.1,2.4,5856,7,1.33,0.21,210,15,1.0,0.08,1.0,0.15,2.55,0.23,-0.077,0.021,10.5,2.3,9.34,0.07,1,,AGC 336959,LEDA
336960,355.02792,4.97306,79.6,2.3,5601,4,1.22,0.19,95,7,1.0,0.08,1.0,0.11,3.97,0.33,0.025,0.019,12.4,2.6,9.26,0.07,1,,AGC 336960,LEDA
336961,355.06333,4.34389,88.4,2.3,6224,5,1.57,0.24,154,11,1.19,0.11,1.0,0.12,3.11,0.29,-0.063,0.022,11.8,2.7,9.46,0.07,1,,AGC 336961,LEDA
